simtime,current_action,reward,load,FM_state,packets_per_frame,QoE,frame_loss,last_mowdg,RTT,lastthreshold,quadraticsum_mowdg
3.22284,1,640.489,8.60058e+07,18,83,674.152,2.90476,0.000513889,0.00227953,6.27664e-06,1.96389e-06
3.32284,1,714.881,8.60058e+07,18,83,752.459,2.93548,0.000306888,0.00206936,6.61343e-06,6.50239e-06
3.42284,1,752.984,8.60058e+07,18,83,792.567,2.95,0.000194889,0.00235672,6.77269e-06,2.38071e-06
3.52284,1,778.131,8.60058e+07,18,83,819.038,2.95918,0.000571888,0.0025259,6.92959e-06,1.63301e-06
3.62284,1,794.239,8.60058e+07,18,83,835.993,2.96491,0.000625888,0.0023114,7.15836e-06,3.69169e-06
3.72284,1,807.951,8.60058e+07,18,83,850.428,2.9697,0.000327889,0.00252964,7.31969e-06,1.2618e-06
3.82284,1,818.53,8.60058e+07,18,83,861.563,2.97333,0.000132889,0.00280187,7.43095e-06,1.04761e-06
3.92284,1,826.936,8.60058e+07,18,83,870.412,2.97619,-7.51119e-05,0.00313592,7.69424e-06,3.40917e-06
4.02284,1,150.704,8.60058e+07,18,83,158.589,2.5,0.000105889,0.00282944,7.90646e-06,3.54227e-06
4.12284,1,519.37,8.60058e+07,18,83,546.658,2.84615,0.000377888,0.00292362,8.09455e-06,2.071e-06
4.22284,1,659.743,8.60058e+07,18,83,694.419,2.91304,-0.00052011,0.00233855,8.42849e-06,5.76516e-06
4.32284,1,720.058,8.60058e+07,18,83,757.908,2.9375,-0.00044911,0.00243685,8.61024e-06,2.42769e-06
4.42284,1,756.275,8.60058e+07,18,83,796.032,2.95122,8.87593e-07,0.00236273,8.82484e-06,3.17544e-06
4.52284,1,778.128,8.60058e+07,18,83,819.035,2.95918,0.00100789,0.00341646,9.06278e-06,5.58502e-06
4.62284,1,797.626,8.60058e+07,18,83,839.559,2.9661,0.000172889,0.00273354,9.32875e-06,2.24668e-06
4.72284,1,810.53,8.60058e+07,18,83,853.142,2.97059,-0.000264111,0.00231757,9.55168e-06,2.86761e-06
4.82284,0,820.56,8.51458e+07,18,82,863.7,2.97403,0.000123889,0.00267827,9.6749e-06,1.12773e-06
4.92284,0,827.765,8.42943e+07,17,81,871.286,2.97647,0.000686889,0.00294373,9.74647e-06,9.40927e-07
5.02284,0,273.373,8.34514e+07,17,80,287.717,2.66667,-0.000250111,0.00255116,9.96917e-06,2.5305e-06
5.12284,0,540.186,8.26169e+07,17,80,568.572,2.85714,0.000375888,0.00278424,1.00814e-05,9.61337e-07
5.22284,0,575.811,8.17907e+07,17,79,606.072,2.875,0.000254889,0.00281784,1.02482e-05,1.253e-06
5.32284,0,724.95,8.09728e+07,17,78,763.06,2.93939,-0.000672111,0.0028283,1.04672e-05,2.15771e-06
5.42284,0,759.421,8.01631e+07,17,77,799.346,2.95238,0.000400889,0.00219938,1.06481e-05,2.34539e-06
5.52284,0,782.591,7.93614e+07,16,77,823.738,2.96078,-0.00048711,0.00270247,1.09748e-05,5.61264e-06
5.62284,1,797.622,7.93614e+07,16,77,839.56,2.9661,0.000424889,0.00245656,1.10676e-05,8.20983e-07
5.72284,1,811.761,7.93614e+07,16,77,854.444,2.97101,4.38886e-05,0.0021931,1.13215e-05,3.2618e-06
5.82284,1,820.555,7.93614e+07,16,77,863.7,2.97403,0.000272888,0.00212975,1.14643e-05,1.37325e-06
5.92284,1,829.365,7.93614e+07,16,77,872.973,2.97701,0.000161889,0.00214809,1.16457e-05,1.78814e-06
6.02284,1,324.104,7.93614e+07,16,77,341.12,2.71429,-0.00040011,0.00267751,1.18135e-05,1.89159e-06
6.12284,1,575.808,7.93614e+07,16,77,606.071,2.875,-0.00097911,0.00236869,1.21138e-05,3.57625e-06
6.22284,1,676.362,7.93614e+07,16,77,711.918,2.92,-0.000211111,0.00307337,1.22171e-05,1.3835e-06
6.32284,1,729.585,7.93614e+07,16,77,767.942,2.94118,0.000393889,0.00236544,1.23893e-05,1.9385e-06
6.42284,1,759.417,7.93614e+07,16,77,799.344,2.95238,0.000355887,0.00247302,1.26607e-05,5.82048e-06
6.52284,1,784.704,7.93614e+07,16,77,825.963,2.96154,-0.000397109,0.00291835,1.2959e-05,6.25949e-06
6.62284,1,800.799,7.93614e+07,16,77,842.904,2.96721,-1.51118e-05,0.00206606,1.31173e-05,1.64272e-06
6.72284,1,812.966,7.93614e+07,16,77,855.712,2.97143,-0.00052711,0.00248669,1.32761e-05,1.67752e-06
6.82284,1,821.533,7.93614e+07,16,77,864.73,2.97436,-0.00034711,0.00259139,1.34107e-05,1.01988e-06
6.92284,1,830.141,7.93614e+07,16,77,873.791,2.97727,0.000110889,0.00222069,1.34969e-05,6.12036e-07
7.02284,1,194.505,7.93614e+07,16,77,204.7,2.57143,0.000383889,0.0024019,1.35668e-05,3.86096e-07
7.12284,1,591.153,7.93614e+07,16,77,622.224,2.88235,-6.31113e-05,0.00228994,1.37655e-05,1.36578e-06
7.22284,1,676.362,7.93614e+07,16,77,711.918,2.92,4.88889e-05,0.00222113,1.39006e-05,1.95355e-06
7.32284,1,662.675,7.93614e+07,16,77,697.51,2.91429,-7.21121e-05,0.0025423,1.42461e-05,7.29765e-06
7.42284,1,705.564,7.93614e+07,16,77,742.656,2.93182,-0.000484111,0.00260047,1.44885e-05,6.80142e-06
7.52284,1,786.746,7.93614e+07,16,77,828.112,2.96226,-0.00058811,0.00255091,1.47244e-05,3.336e-06
7.62284,1,802.316,7.93614e+07,16,77,844.501,2.96774,-1.11129e-06,0.00224449,1.47793e-05,3.41277e-07
7.72284,1,814.137,7.93614e+07,16,77,856.945,2.97183,2.88888e-05,0.00199619,1.4888e-05,1.16807e-06
7.82284,1,822.488,7.93614e+07,16,77,865.735,2.97468,-0.000141111,0.00212336,1.49795e-05,4.91199e-07
7.92284,0,830.897,7.85678e+07,16,76,874.586,2.97753,0.000101888,0.002306,1.5217e-05,4.26544e-06
8.02284,0,368.248,7.77821e+07,16,75,387.588,2.75,0.000640888,0.00244166,1.53595e-05,1.8847e-06
8.12284,0,591.153,7.70043e+07,16,74,622.224,2.88235,-0.00040711,0.00267155,1.54729e-05,1.35132e-06
8.22284,0,690.852,7.62343e+07,16,74,727.17,2.92593,0.000785888,0.00257437,1.56275e-05,1.84911e-06
8.32284,0,738.164,7.54719e+07,16,73,776.972,2.94444,-9.11114e-06,0.0021481,1.57779e-05,9.25248e-07
8.42284,0,765.32,7.47172e+07,15,72,805.56,2.95455,0.000167889,0.0020957,1.59101e-05,1.29989e-06
8.52284,0,788.714,7.397e+07,15,71,830.186,2.96296,-0.000720111,0.00232459,1.61089e-05,1.80448e-06
8.62284,0,803.782,7.32303e+07,15,71,846.047,2.96825,-0.000671111,0.00249772,1.63592e-05,3.91941e-06
8.72284,0,815.275,7.2498e+07,15,70,858.145,2.97222,0.000581888,0.00235731,1.64764e-05,1.16219e-06
8.82284,0,824.326,7.17731e+07,15,69,867.672,2.97531,-0.000274111,0.00202664,1.66398e-05,1.02652e-06
8.92284,0,830.896,7.10553e+07,15,69,874.588,2.97753,0.000395888,0.00300382,1.67881e-05,1.70076e-06
9.02284,0,440.337,7.03448e+07,15,68,463.473,2.8,0.000247888,0.00248495,1.70894e-05,5.92721e-06
9.12284,0,605.131,6.96413e+07,14,67,636.943,2.88889,-8.8111e-05,0.00199571,1.71414e-05,1.25856e-07
9.22284,0,690.847,6.89449e+07,14,67,727.17,2.92593,0.000216889,0.00305731,1.72639e-05,1.45194e-06
9.32284,0,742.134,6.82555e+07,14,66,781.157,2.94595,-6.11119e-06,0.00216262,1.74516e-05,1.23258e-06
9.42284,0,768.087,6.75729e+07,14,65,808.476,2.95556,-0.000778111,0.00298076,1.76463e-05,2.17193e-06
9.52284,0,790.614,6.68972e+07,14,65,832.188,2.96364,-0.000717111,0.00205009,1.77514e-05,9.80076e-07
9.62284,0,805.208,6.62282e+07,14,64,847.55,2.96875,-0.00085111,0.00213152,1.799e-05,3.16964e-06
9.72284,0,816.382,6.55659e+07,14,63,859.312,2.9726,-0.00110611,0.00252384,1.82237e-05,2.98426e-06
9.82284,0,789.983,6.49103e+07,13,63,831.527,2.96341,0.000354887,0.00230831,1.83961e-05,2.94621e-06
9.92284,0,831.634,6.42612e+07,13,62,875.37,2.97778,-0.000345111,0.00257752,1.85731e-05,1.63279e-06
10.0228,0,339.5,6.36185e+07,13,61,357.335,2.72727,-0.000415111,0.00237784,1.8723e-05,1.10737e-06
10.1228,0,629.66,6.29824e+07,13,61,662.766,2.9,-0.000195111,0.00202632,1.88798e-05,2.24489e-06
10.2228,0,703.584,6.23525e+07,13,60,740.58,2.93103,-0.000346111,0.00195332,1.90865e-05,2.41174e-06
10.3228,0,742.128,6.1729e+07,13,60,781.153,2.94595,-0.00037911,0.00225724,1.93939e-05,6.42147e-06
10.4228,0,773.299,6.11117e+07,13,59,813.964,2.95745,-9.81112e-05,0.00253694,1.95594e-05,1.68866e-06
10.5228,0,790.611,6.05006e+07,13,58,832.188,2.96364,0.000908888,0.00235674,1.97034e-05,2.14911e-06
10.6228,0,806.59,5.98956e+07,12,58,849.01,2.96923,0.000158889,0.00179152,1.98905e-05,1.35367e-06
10.7228,0,777.338,5.92966e+07,12,57,818.219,2.9589,-0.00058111,0.00211687,2.0057e-05,1.98768e-06
10.8228,0,826.073,5.87037e+07,12,57,869.519,2.9759,-0.00058411,0.00223161,2.03081e-05,3.53875e-06
10.9228,0,83.1235,5.81166e+07,12,56,87.4669,2.33333,0.000104889,0.00243394,2.04229e-05,1.88569e-06
11.0228,0,496.077,5.75355e+07,12,56,522.154,2.83333,-0.000303111,0.00242378,2.08501e-05,7.23528e-06
11.1228,0,540.169,5.69601e+07,12,55,568.568,2.85714,8.68869e-05,0.00219649,2.11707e-05,9.62869e-06
11.2228,0,709.392,5.63905e+07,12,55,746.697,2.93333,-0.00029211,0.00195625,2.12836e-05,6.58137e-07
11.3228,1,749.513,5.63905e+07,12,55,788.929,2.94872,-0.0029761,0.00260901,2.16998e-05,1.84083e-05
11.4228,1,775.751,5.63905e+07,12,55,816.548,2.95833,0.000241888,0.00177125,2.19349e-05,4.27962e-06
11.5228,1,792.445,5.63905e+07,12,55,834.121,2.96429,0.000998885,0.0025696,2.21432e-05,4.31575e-06
11.6228,1,807.936,5.63905e+07,12,55,850.428,2.9697,-5.21108e-05,0.0020723,2.23184e-05,9.75153e-07
11.7228,1,818.514,5.63905e+07,12,55,861.562,2.97333,0.000156889,0.00211755,2.24513e-05,1.57333e-06
11.8228,0,792.443,5.58266e+07,12,54,834.119,2.96429,0.000357886,0.00246026,2.27805e-05,7.74096e-06
11.9228,0,368.239,5.52683e+07,12,53,387.588,2.75,-0.000522111,0.00253014,2.29417e-05,1.27302e-06
12.0228,0,683.834,5.47157e+07,11,53,719.796,2.92308,-1.71106e-05,0.0023756,2.30786e-05,2.74351e-06
12.1228,0,765.306,5.41685e+07,11,52,805.556,2.95455,-0.000867109,0.00247546,2.34329e-05,7.48211e-06
12.2228,1,802.303,5.41685e+07,11,52,844.5,2.96774,0.000561889,0.00251747,2.35797e-05,1.9464e-06
12.3228,1,823.406,5.41685e+07,11,52,866.714,2.975,0.000654888,0.00279584,2.37556e-05,2.22635e-06
12.4228,1,837.042,5.41685e+07,11,52,881.068,2.97959,5.2889e-05,0.00203834,2.3992e-05,3.18287e-06
12.5228,1,846.576,5.41685e+07,11,52,891.104,2.98276,0.000678887,0.00216353,2.42617e-05,6.03369e-06
12.6228,0,852.931,5.36268e+07,11,52,897.793,2.98485,0.000247888,0.003118,2.44784e-05,2.66458e-06
12.7228,1,858.498,5.36268e+07,11,52,903.653,2.98667,0.000132889,0.00223169,2.45628e-05,7.11693e-07
12.8228,1,826.918,5.36268e+07,11,52,870.411,2.97619,0.000166888,0.00212975,2.4838e-05,4.4897e-06
12.9228,1,215.399,5.36268e+07,11,52,226.707,2.6,-0.00036311,0.0026187,2.51201e-05,3.497e-06
13.0228,1,519.352,5.36268e+07,11,52,546.657,2.84615,7.78885e-05,0.00196936,2.52786e-05,2.92832e-06
13.1228,1,659.728,5.36268e+07,11,52,694.422,2.91304,0.000122889,0.00212075,2.54198e-05,1.09871e-06
13.2228,1,714.866,5.36268e+07,11,52,752.462,2.93548,4.58888e-05,0.00256625,2.55468e-05,2.31821e-06
13.3228,1,756.256,5.36268e+07,11,52,796.03,2.95122,-0.000659112,0.00247121,2.58398e-05,5.7608e-06
13.4228,1,780.389,5.36268e+07,11,52,821.433,2.96,-0.000153111,0.00207414,2.59529e-05,1.00287e-06
13.5228,1,797.609,5.36268e+07,11,52,839.559,2.9661,-0.000199111,0.00253378,2.61378e-05,2.22493e-06
13.6228,1,810.514,5.36268e+07,11,52,853.143,2.97059,-0.000142111,0.00225661,2.62636e-05,1.20134e-06
13.7228,1,820.543,5.36268e+07,11,52,863.701,2.97403,3.48889e-05,0.00247178,2.62917e-05,8.46019e-08
13.8228,1,828.56,5.36268e+07,11,52,872.14,2.97674,0.000558889,0.00220475,2.6369e-05,7.66903e-07
13.9228,1,496.076,5.36268e+07,11,52,522.157,2.83333,3.68892e-05,0.00289062,2.65566e-05,2.25235e-06
14.0228,1,709.386,5.36268e+07,11,52,746.693,2.93333,9.28885e-05,0.00186584,2.68702e-05,5.1842e-06
14.1228,1,775.75,5.36268e+07,11,52,816.55,2.95833,0.000469888,0.00248957,2.70374e-05,1.98252e-06
14.2228,1,807.933,5.36268e+07,11,52,850.427,2.9697,-0.000149111,0.00214144,2.72073e-05,1.64057e-06
14.3228,1,826.918,5.36268e+07,11,52,870.411,2.97619,-0.000387111,0.00181867,2.74312e-05,4.16807e-06
14.4228,1,839.443,5.36268e+07,11,52,883.595,2.98039,0.000289889,0.00197212,2.75785e-05,1.51175e-06
14.5228,1,848.321,5.36268e+07,11,52,892.941,2.98333,-0.000482111,0.00258941,2.77645e-05,2.04684e-06
14.6228,1,854.943,5.36268e+07,11,52,899.911,2.98551,0.000183889,0.00216418,2.79822e-05,3.12483e-06
14.7228,1,860.069,5.36268e+07,11,52,905.307,2.98718,0.000120888,0.00165533,2.83258e-05,7.81014e-06
14.8228,1,864.165,5.36268e+07,11,52,909.618,2.98851,-0.00051411,0.00211137,2.84608e-05,1.09662e-06
14.9228,1,324.091,5.36268e+07,11,52,341.12,2.71429,-9.51118e-05,0.00218438,2.86851e-05,3.18214e-06
15.0228,1,575.797,5.36268e+07,11,52,606.073,2.875,-8.2111e-05,0.00217174,2.87278e-05,2.13796e-07
15.1228,1,676.349,5.36268e+07,11,52,711.917,2.92,0.000119888,0.00193958,2.89559e-05,3.52333e-06
15.2228,1,729.572,5.36268e+07,11,52,767.942,2.94118,-0.000953111,0.00228135,2.91005e-05,1.98883e-06
15.3228,1,762.422,5.36268e+07,11,52,802.52,2.95349,0.000493889,0.00220868,2.91577e-05,5.74039e-07
15.4228,1,784.692,5.36268e+07,11,52,825.963,2.96154,-0.00157911,0.00242119,2.94231e-05,5.90207e-06
15.5228,1,800.787,5.36268e+07,11,52,842.905,2.96721,-0.000191111,0.00244735,2.9508e-05,1.09615e-06
15.6228,1,812.949,5.36268e+07,11,52,855.707,2.97143,0.00015889,0.00270118,2.97669e-05,7.97878e-06
15.7228,1,822.471,5.36268e+07,11,52,865.73,2.97468,0.000668888,0.00207386,3.012e-05,6.23983e-06
15.8228,1,829.352,5.36268e+07,11,52,872.973,2.97701,-0.00047011,0.0019556,3.03351e-05,2.12954e-06
15.9228,1,368.236,5.36268e+07,11,52,387.588,2.75,0.000368888,0.00241433,3.0481e-05,1.4033e-06
16.0228,1,591.14,5.36268e+07,11,52,622.223,2.88235,-0.00048211,0.00226101,3.06903e-05,2.31765e-06
16.1228,1,683.835,5.36268e+07,11,52,719.798,2.92308,-6.01108e-05,0.00200819,3.07872e-05,8.52159e-07
16.2228,1,733.972,5.36268e+07,11,52,772.574,2.94286,2.18889e-05,0.00192386,3.08475e-05,4.70591e-07
16.3228,1,765.31,5.36268e+07,11,52,805.56,2.95455,-7.11111e-05,0.00190592,3.09724e-05,1.13718e-06
16.4228,1,784.696,5.36268e+07,11,52,825.967,2.96154,-0.000252111,0.00232454,3.10502e-05,4.4787e-07
16.5228,1,802.302,5.36268e+07,11,52,844.499,2.96774,0.000330888,0.00176784,3.12289e-05,3.43914e-06
16.6228,1,814.125,5.36268e+07,11,52,856.944,2.97183,0.000635888,0.0021939,3.13688e-05,1.64507e-06
16.7228,1,822.475,5.36268e+07,11,52,865.734,2.97468,-0.000289111,0.00224188,3.15074e-05,9.59669e-07
16.8228,1,798.152,5.36268e+07,11,52,840.131,2.96629,-0.000205111,0.00192848,3.17612e-05,3.2225e-06
16.9228,1,406.69,5.36268e+07,11,52,428.066,2.77778,-0.00094111,0.00195413,3.19492e-05,2.17503e-06
17.0228,1,605.122,5.36268e+07,11,52,636.941,2.88889,0.000886888,0.00318693,3.20942e-05,2.50747e-06
17.1228,1,690.839,5.36268e+07,11,52,727.169,2.92593,0.000129889,0.00178978,3.23023e-05,2.84123e-06
17.2228,1,738.15,5.36268e+07,11,52,776.972,2.94444,-0.000419111,0.0021116,3.24659e-05,2.27137e-06
17.3228,1,768.076,5.36268e+07,11,52,808.472,2.95556,2.38892e-05,0.00225083,3.27124e-05,6.919e-06
17.4228,1,788.704,5.36268e+07,11,52,830.186,2.96296,5.48885e-05,0.00167096,3.28438e-05,1.16104e-06
17.5228,1,802.303,5.36268e+07,11,52,844.501,2.96774,-0.000232111,0.0021952,3.29491e-05,9.77915e-07
17.6228,1,815.262,5.36268e+07,11,52,858.142,2.97222,0.000903888,0.00255538,3.31859e-05,4.9538e-06
17.7228,1,824.315,5.36268e+07,11,52,867.671,2.97531,0.000631888,0.00222824,3.34227e-05,2.81893e-06
17.8228,1,831.627,5.36268e+07,11,52,875.368,2.97778,0.000161889,0.00212842,3.36893e-05,4.03386e-06
17.9228,1,440.328,5.36268e+07,11,52,463.475,2.8,-0.000273111,0.00239967,3.3886e-05,1.91476e-06
18.0228,1,617.911,5.36268e+07,11,52,650.404,2.89474,0.000459888,0.0028395,3.4073e-05,4.50379e-06
18.1228,1,697.408,5.36268e+07,11,52,734.085,2.92857,-1.41115e-05,0.00266688,3.42087e-05,1.34546e-06
18.2228,1,738.148,5.36268e+07,11,52,776.969,2.94444,0.000279889,0.00237444,3.44849e-05,5.59853e-06
18.3228,0,768.08,5.30906e+07,11,51,808.476,2.95556,0.000223888,0.0025327,3.46515e-05,1.90515e-06
18.4228,1,788.704,5.30906e+07,11,51,830.186,2.96296,3.08888e-05,0.00167186,3.4837e-05,1.8766e-06
18.5228,1,803.772,5.30906e+07,11,51,846.047,2.96825,-0.000333112,0.00179371,3.503e-05,4.05399e-06
18.6228,1,816.374,5.30906e+07,11,51,859.312,2.9726,-0.000111112,0.00196453,3.52572e-05,3.17795e-06
18.7228,1,825.203,5.30906e+07,11,51,868.606,2.97561,0.000353889,0.00182413,3.54538e-05,3.27776e-06
18.8228,1,25.4086,5.30906e+07,11,51,26.717,2,0.000253889,0.00213404,3.56025e-05,1.59841e-06
18.9228,1,469.91,5.30906e+07,11,51,494.613,2.81818,-0.00117411,0.00278378,3.58751e-05,4.72116e-06
19.0228,1,617.913,5.30906e+07,11,51,650.406,2.89474,0.000483889,0.00264631,3.59384e-05,6.06791e-07
19.1228,1,621.931,5.30906e+07,11,51,654.635,2.89655,0.000214888,0.00227646,3.6265e-05,1.21063e-05
19.2228,1,742.124,5.30906e+07,11,51,781.155,2.94595,0.00182489,0.00323958,3.63855e-05,4.39746e-06
19.3228,0,773.291,5.25596e+07,11,51,813.961,2.95745,-0.00117411,0.00244488,3.67657e-05,5.82005e-06
19.4228,0,792.444,5.20341e+07,11,50,834.123,2.96429,-5.71109e-05,0.00189923,3.69551e-05,2.47334e-06
19.5228,0,806.587,5.15137e+07,11,50,849.01,2.96923,-0.000775109,0.00201265,3.71363e-05,2.10864e-06
19.6228,0,817.455,5.09986e+07,11,49,860.45,2.97297,-0.000299109,0.00271524,3.73013e-05,4.62161e-06
19.7228,0,826.071,5.04886e+07,11,49,869.519,2.9759,-0.00117511,0.00214711,3.75816e-05,3.42742e-06
19.8228,0,25.4061,4.99837e+07,10,48,26.7169,2,-1.0111e-05,0.0018648,3.77336e-05,2.86784e-06
19.9228,0,496.072,4.94839e+07,10,48,522.155,2.83333,0.000234887,0.00215434,3.79882e-05,5.69281e-06
20.0228,0,640.465,4.8989e+07,10,47,674.147,2.90476,4.48889e-05,0.00176709,3.82675e-05,9.22193e-06
20.1228,0,709.387,4.84991e+07,10,47,746.697,2.93333,-0.000103111,0.00237698,3.83643e-05,5.99027e-07
20.2228,0,749.519,4.80141e+07,10,46,788.942,2.94872,-0.00050111,0.00197379,3.8478e-05,8.49104e-07
20.3228,0,775.746,4.7534e+07,10,46,816.549,2.95833,0.000352888,0.00218002,3.86697e-05,3.27597e-06
20.4228,0,794.22,4.70587e+07,10,46,835.995,2.96491,-2.51113e-05,0.00170742,3.88206e-05,1.47475e-06
20.5228,0,807.931,4.65881e+07,10,45,850.428,2.9697,-0.000332111,0.00211636,3.89181e-05,9.36859e-07
20.6228,1,778.876,4.65881e+07,10,45,819.844,2.95946,-5.01113e-05,0.00180578,3.90992e-05,4.83982e-06
20.7228,1,826.918,4.65881e+07,10,45,870.413,2.97619,0.000812888,0.00213946,3.92258e-05,1.64574e-06
20.8228,1,150.684,4.65881e+07,10,45,158.588,2.5,0.000223888,0.00204605,3.9569e-05,1.0744e-05
20.9228,1,519.349,4.65881e+07,10,45,546.657,2.84615,6.38881e-05,0.00175176,3.97415e-05,2.80867e-06
21.0228,1,650.464,4.65881e+07,10,45,684.673,2.90909,7.48889e-05,0.00213251,3.98592e-05,1.47326e-06
21.1228,1,714.864,4.65881e+07,10,45,752.462,2.93548,0.000369888,0.0025415,3.99855e-05,1.27312e-06
21.2228,1,752.964,4.65881e+07,10,45,792.568,2.95,0.00102389,0.00228812,4.00852e-05,1.53034e-06
21.3228,1,778.109,4.65881e+07,10,45,819.036,2.95918,0.000144888,0.00239819,4.03654e-05,3.80657e-06
21.4228,1,748.335,4.65881e+07,10,45,787.695,2.94828,0.000293889,0.00180574,4.04356e-05,6.18818e-07
21.5228,1,809.238,4.65881e+07,10,45,851.803,2.97015,-0.00110111,0.00194217,4.06533e-05,3.54338e-06
21.6228,1,819.533,4.65881e+07,10,45,862.64,2.97368,-7.1113e-05,0.00195187,4.09735e-05,6.71538e-06
21.7228,1,827.747,4.65881e+07,10,45,871.286,2.97647,-0.00020311,0.00243923,4.1038e-05,1.00767e-06
21.8228,0,215.397,4.61222e+07,10,45,226.708,2.6,0.000196889,0.00205046,4.11955e-05,2.04296e-06
21.9228,0,540.168,4.5661e+07,10,44,568.572,2.85714,5.18887e-05,0.00195794,4.1343e-05,1.55411e-06
22.0228,0,659.726,4.52044e+07,10,44,694.422,2.91304,9.78889e-05,0.00199442,4.14144e-05,5.02044e-07
22.1228,0,720.034,4.47523e+07,9,43,757.907,2.9375,-0.00094711,0.00299709,4.16951e-05,4.46286e-06
22.2228,0,756.254,4.43048e+07,9,43,796.033,2.95122,0.000455889,0.0017607,4.18024e-05,1.08649e-06
22.3228,1,780.384,4.43048e+07,9,43,821.433,2.96,-0.00073311,0.00225255,4.19232e-05,1.12102e-06
22.4228,1,750.682,4.43048e+07,9,43,790.168,2.94915,-0.000513111,0.00163968,4.21247e-05,1.97698e-06
22.5228,1,810.508,4.43048e+07,9,43,853.143,2.97059,0.000376889,0.00196543,4.22457e-05,1.61831e-06
22.6228,1,820.537,4.43048e+07,9,43,863.7,2.97403,0.000103889,0.00208011,4.2405e-05,1.39805e-06
22.7228,1,828.551,4.43048e+07,9,43,872.135,2.97674,3.68886e-05,0.0022748,4.26668e-05,7.25131e-06
22.8228,1,273.353,4.43048e+07,9,43,287.716,2.66667,9.0889e-05,0.00232802,4.28332e-05,4.89395e-06
22.9228,1,558.883,4.43048e+07,9,43,588.274,2.86667,0.000316888,0.00197392,4.28955e-05,4.60709e-07
23.0228,1,668.328,4.43048e+07,9,43,703.479,2.91667,0.000354888,0.00183831,4.30798e-05,3.08322e-06
23.1228,1,724.929,4.43048e+07,9,43,763.059,2.93939,0.00148889,0.0023249,4.32236e-05,3.84761e-06
